Time (s);Timestamp;Pressure (hPa);Temperature (°C);Altitude (m);Accel_X (m/s²);Accel_Y (m/s²);Accel_Z (m/s²);Gyro_X (°/s);Gyro_Y (°/s);Gyro_Z (°/s);Mag_X (µT);Mag_Y (µT);Mag_Z (µT);GPS_Latitude;GPS_Longitude;GPS_Altitude (m)
0.4212;2025-05-11 08:32:01;1014.8720971652639;34.90238604207677;6.297008340956061;35.347037512207024;2.01112939453125;-0.7350199096679687;-4.821105805328245;-0.5680980255877862;0.03090964867175573;-51.0;-25.8;-57.0;0.0;0.0;0.0
0.4788;2025-05-11 08:32:01;1014.8755119080181;34.92392328217274;6.26862853615072;31.33435552978515;-0.6272808349609375;-1.3551181396484375;-5.164309490580153;-0.751957142687023;-0.0522266477557252;-50.1;-19.8;-61.5;0.0;0.0;0.0
0.5149;2025-05-11 08:32:01;1014.8755119080181;34.92392328217274;6.26862853615072;29.46208983154296;-0.4572925170898437;-0.3016694091796875;-5.50857902578626;-0.8172404523816794;-0.16893721774045803;-48.3;-15.0;-64.35;0.0;0.0;0.0
0.5553;2025-05-11 08:32:01;1014.7092567643906;34.92392328217274;7.650458850776988;28.305690429687495;0.373495458984375;-0.15322890625;-5.7148209919236646;-0.8905176367328245;-0.17533231746564887;-48.0;-9.6;-66.14999999999999;0.0;0.0;0.0
0.5943;2025-05-11 08:32:01;1014.7092567643906;34.92392328217274;7.650458850776988;24.71917634277343;-2.863465185546875;-0.8044517578125;-6.01112727919084;-1.029877518244275;-0.02211638654961832;-48.15;1.3499999999999999;-67.8;0.0;0.0;0.0
0.6326;2025-05-11 08:32:01;1014.7092567643906;34.92392328217274;7.650458850776988;23.24195391845703;-1.7501614135742187;-0.028730419921875;-6.236288082015268;-1.1460551632519085;0.059421134946564896;-45.9;8.25;-66.6;0.0;0.0;0.0
0.6717;2025-05-11 08:32:01;1014.7084142426637;34.918608898252955;7.657461940443278;22.16695737304687;-3.028665100097656;-0.3495534423828125;-6.279455005160306;-1.2579694084427482;0.2163675407022901;-44.85;16.349999999999998;-62.25;0.0;0.0;0.0
0.7145;2025-05-11 08:32:01;1014.7084142426637;34.918608898252955;7.657461940443278;21.721635864257813;-2.8467057739257813;-0.3112462158203125;-6.369785788778627;-1.3752129034045804;0.3165574363969466;-44.25;21.15;-58.05;0.0;0.0;0.0
0.7527;2025-05-11 08:32:01;1014.3044429446574;34.918608898252955;11.015837366719442;21.54925334472656;-3.6152445068359373;0.5961562133789062;-6.448125760412214;-1.4548851874809163;0.42633998167938936;-41.1;24.15;-50.55;0.0;0.0;0.0
0.7894;2025-05-11 08:32:01;1014.3044429446574;34.918608898252955;11.015837366719442;21.59474317626953;-3.440467785644531;0.4213794921875;-6.426275836351146;-1.512174622519084;0.5041470283358779;-42.15;27.599999999999998;-44.699999999999996;0.0;0.0;0.0
0.8291;2025-05-11 08:32:01;1014.3044429446574;34.918608898252955;11.015837366719442;20.670581335449214;-4.589684582519531;0.11252747802734374;-6.629853177603054;-1.535889784;0.6075344738931299;-43.199999999999996;27.0;-36.9;0.0;0.0;0.0
0.8681;2025-05-11 08:32:01;1014.3039552774136;34.915532149667825;11.019892194553776;20.036117895507807;-5.178658190917968;0.26815058593749996;-6.641311064610688;-1.6531332789618323;0.7402327931908398;-44.1;25.65;-34.05;0.0;0.0;0.0
0.9133;2025-05-11 08:32:01;1014.3039552774136;34.915532149667825;11.019892194553776;19.171811096191405;-4.733336682128906;0.4429273071289062;-6.637580589770993;-1.6936355772213743;0.7538223801068703;-46.35;21.0;-24.3;0.0;0.0;0.0
0.9501;2025-05-11 08:32:01;1013.5898061093496;34.915532149667825;16.959553518505388;20.34975831298828;-4.2688615600585935;1.5586252807617187;-6.461981809816794;-1.660327766152672;0.746361430427481;-47.25;16.2;-20.7;0.0;0.0;0.0
0.9907;2025-05-11 08:32:01;1013.5898061093496;34.915532149667825;16.959553518505388;19.12153286132812;-3.833116857910156;2.2170307373046874;-6.286116567374047;-1.5452159710992368;0.7404992556793893;-49.8;8.4;-18.15;0.0;0.0;0.0
1.0285;2025-05-11 08:32:02;1013.5898061093496;34.90881924366387;16.959553518505388;19.636286218261716;-3.124433166503906;2.518700146484375;-6.256006306167939;-1.369084266167939;0.8033844029770992;-49.65;3.15;-17.25;0.0;0.0;0.0
1.0773;2025-05-11 08:32:02;1013.588742526438;34.90881924366387;16.96840198743418;19.61952680664062;-3.725377783203125;2.473210314941406;-6.281586705068703;-1.1878897739541985;0.9235589853129772;-52.35;-3.5999999999999996;-17.25;0.0;0.0;0.0
1.1247;2025-05-11 08:32:02;1013.588742526438;34.90881924366387;16.96840198743418;19.15265748291015;-3.9169139160156248;2.8730419921875;-6.272793442946566;-1.0309433681984734;1.0533262172366413;-52.8;-10.35;-19.349999999999998;0.0;0.0;0.0
1.1613;2025-05-11 08:32:02;1012.2648631622733;34.90881924366387;27.98823839923;19.380106640624994;-3.0238766967773434;2.6192566162109374;-6.203513195923665;-0.8777274372824428;1.1239387767022901;-53.25;-16.5;-23.7;0.0;0.0;0.0
1.1955;2025-05-11 08:32:02;1012.2648631622733;34.90881924366387;27.98823839923;20.182164196777343;-1.2976572998046874;3.5577836669921874;-6.000735242137405;-0.7226462689465649;1.1487197881374047;-53.55;-22.349999999999998;-29.549999999999997;0.0;0.0;0.0
1.2353;2025-05-11 08:32:02;1012.2648631622733;34.89455431840551;27.98823839923;19.18617630615234;-1.946485949707031;3.0454245117187497;-5.853647948458016;-0.5577059885343512;1.1649739999389315;-53.1;-24.9;-33.75;0.0;0.0;0.0
1.2876;2025-05-11 08:32:02;1012.2626046957384;34.89455431840551;28.007047611926456;19.320251599121093;-1.1013327636718748;2.961627453613281;-5.566667848290077;-0.3674517717099237;1.1548484253740459;-53.25;-27.45;-37.949999999999996;0.0;0.0;0.0
1.3217;2025-05-11 08:32:02;1012.2626046957384;34.89455431840551;28.007047611926456;19.348982019042964;-0.6727706665039062;2.521094348144531;-5.329516233480916;-0.2731240507633588;1.1593782876793894;-51.6;-29.549999999999997;-42.9;0.0;0.0;0.0
1.3694;2025-05-11 08:32:02;1011.1048204683932;34.89455431840551;37.65391198384307;19.686564453125;0.12449848632812499;2.2098481323242187;-4.939415150244275;-0.14015926897709924;1.0802389285801528;-51.0;-31.2;-48.6;0.0;0.0;0.0
1.4061;2025-05-11 08:32:02;1011.1048204683932;34.89455431840551;37.65391198384307;19.669805041503906;1.2521674682617188;1.5538368774414062;-4.752891408259543;-0.05755589752671757;0.9550015589618321;-51.3;-30.9;-54.75;0.0;0.0;0.0
1.4528;2025-05-11 08:32:02;1011.1048204683932;34.89455431840551;37.65391198384307;18.81028664550781;1.8770541015625;1.3742717529296875;-4.520269655755726;-0.017320061755725192;0.6880061454351145;-48.9;-26.849999999999998;-57.449999999999996;0.0;0.0;0.0
1.4902;2025-05-11 08:32:02;1011.1043336586632;34.89147756982037;37.65797004995976;19.344193615722652;3.071760729980469;2.185906115722656;-4.374248212030535;0.10658499541984734;0.3495987849770993;-48.3;-23.55;-61.65;0.0;0.0;0.0
1.5288;2025-05-11 08:32:02;1011.1043336586632;34.89147756982037;37.65797004995976;19.631497814941405;0.7158662963867187;1.43652099609375;-4.206909769221375;0.29817152468702296;0.19798162899236643;-49.5;-19.2;-64.35;0.0;0.0;0.0
1.5707;2025-05-11 08:32:02;1010.450838365994;34.89147756982037;43.1069609777644;19.626709411621093;1.9823989746093749;1.6304513305664061;-4.050229825954199;0.44952221818320615;0.15641348077862596;-49.35;-14.1;-65.25;0.0;0.0;0.0
1.6135;2025-05-11 08:32:02;1010.450838365994;34.89147756982037;43.1069609777644;19.21730092773437;2.3127988037109373;0.023942016601562498;-3.9092711695114506;0.4657764299847329;-0.0261133238778626;-50.4;-11.7;-64.5;0.0;0.0;0.0
1.6495;2025-05-11 08:32:02;1010.450838365994;34.89147756982037;43.1069609777644;19.88767739257812;0.8978256225585937;-0.8954314208984374;-3.7483278264274813;0.34453599769465654;-0.09725880832061069;-48.9;-7.05;-64.5;0.0;0.0;0.0
1.6854;2025-05-11 08:32:02;1010.4504844499573;34.88923993448573;43.10991278237926;20.084001928710933;0.6751648681640625;-1.697488977050781;-3.634015418839695;0.13269831929770992;-0.13003369441221374;-51.3;-3.75;-64.95;0.0;0.0;0.0
1.7241;2025-05-11 08:32:02;1010.4504844499573;34.88923993448573;43.10991278237926;19.566854370117184;-0.009576806640625;-1.905784521484375;-3.4235100528854963;-0.1468208311908397;-0.17959571728244278;-49.05;1.05;-63.15;0.0;0.0;0.0
1.7704;2025-05-11 08:32:02;1009.6493552727552;34.88923993448573;49.793804766563476;19.660228234863276;-0.8906430175781249;-1.0773907470703123;-3.0936294920610687;-0.38530475844274814;-0.15747933073282444;-48.9;4.8;-61.949999999999996;0.0;0.0;0.0
1.7992;2025-05-11 08:32:02;1009.6493552727552;34.88923993448573;49.793804766563476;19.325040002441405;-2.3343466186523436;-0.15322890625;-2.8788607262900765;-0.4484563682290077;-0.02637978636641222;-46.949999999999996;7.6499999999999995;-61.05;0.0;0.0;0.0
1.8522;2025-05-11 08:32:02;1009.6493552727552;34.88923993448573;49.793804766563476;19.753602099609374;-1.9512743530273435;0.6871358764648438;-2.6305176869618325;-0.4316692314503817;0.12390505717557253;-49.65;11.4;-60.0;0.0;0.0;0.0
1.8928;2025-05-11 08:32:02;1009.6507260923988;34.89791077140748;49.78236422923765;19.506999328613276;-1.5011644409179687;1.8076222534179687;-2.448523807282443;-0.31069526164885497;0.2526064391450382;-49.05;14.25;-58.5;0.0;0.0;0.0
1.9385;2025-05-11 08:32:02;1009.6507260923988;34.89791077140748;49.78236422923765;18.659451940917968;-0.6200982299804687;0.9409212524414062;-2.321687662732825;-0.1454885187480916;0.3277488609160306;-49.65;14.399999999999999;-56.85;0.0;0.0;0.0
1.9776;2025-05-11 08:32:02;1008.1351763918204;34.89791077140748;62.43847103634187;8.385932617187498;-1.2018892333984375;2.4109610717773435;-2.0991914847938933;-0.10738438288549619;0.28964472505343514;-48.75;15.45;-54.75;0.0;0.0;0.0
2.0256;2025-05-11 08:32:02;1008.1351763918204;34.89791077140748;62.43847103634187;7.859208251953122;-1.0726023437499999;1.7214309936523438;-1.9886095520458018;-0.09566003338931298;0.46950690482442753;-48.3;16.95;-53.25;0.0;0.0;0.0
2.0599;2025-05-11 08:32:03;1008.1351763918204;34.89791077140748;62.43847103634187;6.089893225097654;-0.39743747558593745;0.9409212524414062;-1.8212711092366414;-0.06368453476335878;0.5097427405954199;-49.5;16.95;-51.9;0.0;0.0;0.0
2.0958;2025-05-11 08:32:03;1008.1339834483883;34.89035875215305;62.448439177263026;0.12114848632812425;-1.6112977172851561;-0.7422025146484375;-1.3171240809007634;0.2153016907480916;0.37224809650381685;-50.25;16.5;-50.699999999999996;0.0;0.0;0.0
2.1369;2025-05-11 08:32:03;1008.1339834483883;34.89035875215305;62.448439177263026;-5.632118103027344;1.8219874633789062;1.9895815795898437;-1.0197519436793894;0.35146402239694663;0.20997244097709925;-50.1;16.349999999999998;-49.5;0.0;0.0;0.0
2.1847;2025-05-11 08:32:03;1008.1339834483883;34.89035875215305;62.448439177263026;-9.029490258789064;1.2401964599609374;0.2825157958984375;-0.8063154903511451;0.42633998167938936;0.029310873740458016;-51.15;14.399999999999999;-46.5;0.0;0.0;0.0
2.2234;2025-05-11 08:32:03;1006.5722849366496;34.89035875215305;75.50606630934354;-13.109209887695313;0.1771709228515625;-1.9512743530273435;-0.4785666294351145;0.24061562716030535;-0.10871669532824428;-49.65;17.55;-45.75;0.0;0.0;0.0
2.2597;2025-05-11 08:32:03;1006.5722849366496;34.89035875215305;75.50606630934354;-12.989499804687501;-0.8164227661132812;-1.9512743530273435;-0.27552221316030534;-0.02131699908396947;-0.2715252758320611;-50.55;17.7;-45.6;0.0;0.0;0.0
2.3135;2025-05-11 08:32:03;1006.573035403305;34.89511372723918;75.49978759160398;-13.195401147460938;0.36152445068359373;-1.448492004394531;-0.11777641993893131;-0.2787197630229008;-0.35359572230534353;-49.05;16.2;-44.55;0.0;0.0;0.0
2.3521;2025-05-11 08:32:03;1006.573035403305;34.89511372723918;75.49978759160398;-12.915279553222657;-1.0726023437499999;0.22026655273437498;0.21157121590839698;-0.4036906701526718;-0.2760551381374046;-48.3;17.4;-47.85;0.0;0.0;0.0
2.3892;2025-05-11 08:32:03;1006.573035403305;34.89511372723918;75.49978759160398;-12.750079638671876;-1.2952630981445312;1.3192051147460937;0.437797868687023;-0.3178897488396947;-0.1742664675114504;-47.25;18.9;-47.4;0.0;0.0;0.0
2.4298;2025-05-11 08:32:03;1007.028183245628;34.89511372723918;71.69252855015368;-12.673465185546876;-1.13006318359375;2.760514514160156;0.6059356989618321;-0.05862174748091603;-0.09885758325190841;-49.05;18.9;-48.9;0.0;0.0;0.0
2.4727;2025-05-11 08:32:03;1007.028183245628;34.89511372723918;71.69252855015368;-12.613610144042969;-0.8882488159179687;1.8291700683593748;0.735170005908397;0.2107718284427481;-0.034107198534351145;-48.15;19.05;-48.0;0.0;0.0;0.0
2.5147;2025-05-11 08:32:03;1007.0295520868067;34.903784564160915;71.6810804537285;-12.62558115234375;-0.8068459594726562;0.7278373046875;0.7626156422290077;0.31762328635114506;0.020251149129770992;-48.9;18.3;-49.5;0.0;0.0;0.0
2.5536;2025-05-11 08:32:03;1007.0295520868067;34.903784564160915;71.6810804537285;-12.54896669921875;-0.5770026000976562;0.40222587890625;0.8420214638167939;0.29737213722137407;0.03090964867175573;-49.5;17.4;-50.699999999999996;0.0;0.0;0.0
2.5993;2025-05-11 08:32:03;1007.0295520868067;34.903784564160915;71.6810804537285;-12.496294262695313;0.0143652099609375;-0.47884033203125;0.825234327038168;0.1902542168244275;-0.0053292497709923675;-48.15;16.8;-50.55;0.0;0.0;0.0
2.6438;2025-05-11 08:32:03;1006.205973783627;34.903784564160915;78.57123109447681;-12.311940734863281;-0.07422025146484375;-0.9624690673828125;0.7900612785496184;0.0021316999083969466;-0.07807350914503818;-48.0;15.75;-51.15;0.0;0.0;0.0
2.6865;2025-05-11 08:32:03;1006.205973783627;34.903784564160915;78.57123109447681;-12.297575524902344;-0.38786066894531246;-0.5482721801757812;0.8502818009618321;-0.15747933073282444;-0.09725880832061069;-48.15;17.55;-52.35;0.0;0.0;0.0
2.7302;2025-05-11 08:32:03;1006.206106192043;34.90462367741142;78.57012298350944;-12.240114685058593;-0.3327940307617187;-0.49320554199218747;0.9136998732366414;-0.21103829093129775;-0.05595712259541985;-48.3;16.5;-52.949999999999996;0.0;0.0;0.0
2.7674;2025-05-11 08:32:03;1006.206106192043;34.90462367741142;78.57012298350944;-12.103645190429688;-0.6631938598632812;-0.0047884033203125;0.90064321129771;-0.26299847619847333;-0.015721286824427482;-50.4;15.899999999999999;-54.15;0.0;0.0;0.0
2.8088;2025-05-11 08:32:03;1006.206106192043;34.90462367741142;78.57012298350944;-12.110827795410156;-0.08140285644531249;0.70868369140625;0.9041072236488551;-0.240882089648855;0.014388974381679392;-48.3;14.25;-55.8;0.0;0.0;0.0
2.8531;2025-05-11 08:32:03;1005.3910488108581;34.90462367741142;85.39348312599165;-11.919291662597656;0.1197100830078125;0.8954314208984374;0.847617176076336;-0.1609433430839695;-0.06634915964885496;-49.65;14.1;-57.9;0.0;0.0;0.0
2.8943;2025-05-11 08:32:03;1005.3910488108581;34.90462367741142;85.39348312599165;-11.931262670898438;-0.51714755859375;0.9528922607421875;0.8401562263969466;-0.05196018526717557;-0.09459418343511453;-48.0;13.799999999999999;-58.05;0.0;0.0;0.0
2.9295;2025-05-11 08:32:03;1005.3924605332764;34.91357421875;85.38166083439586;-11.761274353027344;-0.30885201416015623;0.7876923461914062;0.8023185530229009;0.029843798717557254;-0.11218070767938933;-47.4;12.15;-57.9;0.0;0.0;0.0
2.9694;2025-05-11 08:32:03;1005.3924605332764;34.91357421875;85.38166083439586;-11.725361328125;0.06943184814453125;0.7326257080078125;0.7796692414961833;0.06874732204580153;-0.13829403155725192;-47.25;10.799999999999999;-58.8;0.0;0.0;0.0
3.0183;2025-05-11 08:32:04;1004.660686120122;34.91357421875;91.51161659736947;-11.682265698242189;-0.6177040283203125;0.39983167724609375;0.7967228407633588;0.09672588334351145;-0.1337641692519084;-47.85;10.95;-58.05;0.0;0.0;0.0
3.0624;2025-05-11 08:32:04;1004.660686120122;34.91357421875;91.51161659736947;-11.689448303222656;-0.7278373046875;0.1484405029296875;0.87266465;0.12097396980152673;-0.05915467245801527;-47.85;10.2;-59.699999999999996;0.0;0.0;0.0
3.1004;2025-05-11 08:32:04;1004.660686120122;34.91357421875;91.51161659736947;-11.641564270019531;-0.9744400756835937;0.13646949462890623;0.9211608229160306;0.1289678444580153;-0.004263399816793893;-48.15;10.2;-62.25;0.0;0.0;0.0
3.1268;2025-05-11 08:32:04;1004.6610389084733;34.91581185408465;91.50866047556485;-11.524248388671875;-0.7757213378906249;-0.16998831787109375;0.9648606710381681;0.10045635818320611;0.09379479596946566;-48.6;7.8;-61.199999999999996;0.0;0.0;0.0
3.1649;2025-05-11 08:32:04;1004.6610389084733;34.91581185408465;91.50866047556485;-11.426086120605468;-0.6607996582031249;0.033518823242187495;0.9246248352671756;0.06794793458015268;0.12070750731297711;-47.1;7.05;-61.199999999999996;0.0;0.0;0.0
3.2095;2025-05-11 08:32:04;1003.9881695794046;34.91581185408465;97.14836758069866;-11.404538305664063;-0.507570751953125;-0.32082302246093747;0.9416784345343513;0.016787136778625956;0.1276355320152672;-47.85;7.05;-61.949999999999996;0.0;0.0;0.0
3.2466;2025-05-11 08:32:04;1003.9881695794046;34.91581185408465;97.14836758069866;-11.3805962890625;0.076614453125;-0.33518823242187495;0.9099693983969466;-0.033041348580152674;0.10178867062595422;-49.5;6.8999999999999995;-62.4;0.0;0.0;0.0
3.2839;2025-05-11 08:32:04;1003.9881695794046;34.91581185408465;97.14836758069866;-11.306376037597657;0.0718260498046875;-0.10773907470703124;0.8569433631755726;-0.07221133439694657;0.06288514729770993;-48.9;7.5;-63.0;0.0;0.0;0.0
3.3178;2025-05-11 08:32:04;1003.9903736893742;34.92979707492617;97.12988866449982;-11.20821376953125;0.13168109130859373;0.04548983154296875;0.7783369290534352;-0.10818377035114506;0.00639509972519084;-48.75;3.0;-63.15;0.0;0.0;0.0
3.3645;2025-05-11 08:32:04;1003.9903736893742;34.92979707492617;97.12988866449982;-11.265674609375;0.00239420166015625;-0.028730419921875;0.7639479546717558;-0.12683614454961833;-0.025047473923664125;-48.0;3.4499999999999997;-64.35;0.0;0.0;0.0
3.4031;2025-05-11 08:32:04;1003.9903736893742;34.92979707492617;97.12988866449982;-11.083715283203125;-0.1149216796875;0.3687070556640625;0.7548882300610689;-0.13589586916030535;-0.033307811068702294;-48.9;2.1;-64.05;0.0;0.0;0.0
3.4349;2025-05-11 08:32:04;1003.3721540888288;34.92979707492617;102.31423390094677;-11.047802258300782;-0.12449848632812499;0.36631285400390623;0.7460949679389313;-0.09219602103816796;-0.035173048488549616;-47.85;1.65;-64.8;0.0;0.0;0.0
3.4727;2025-05-11 08:32:04;1003.3721540888288;34.92979707492617;102.31423390094677;-10.98555301513672;-0.3016694091796875;0.4955997436523437;0.7607504048091603;-0.05302603522137405;-0.03837059835114504;-48.15;0.15;-65.25;0.0;0.0;0.0
3.5111;2025-05-11 08:32:04;1003.3722422232032;34.93035648375984;102.3134946280862;-11.01667763671875;-0.2920926025390625;0.5626373901367188;0.764480879648855;-0.014122511893129772;-0.027978561297709925;-47.25;0.3;-66.45;0.0;0.0;0.0
3.5541;2025-05-11 08:32:04;1003.3722422232032;34.93035648375984;102.3134946280862;-10.899361755371094;-0.3112462158203125;0.38786066894531246;0.7687442794656488;0.03677182341984733;-0.015454824335877864;-47.699999999999996;-0.3;-66.14999999999999;0.0;0.0;0.0
3.6111;2025-05-11 08:32:04;1002.7905386888712;34.93035648375984;107.19398073115835;-10.887390747070313;-0.40222587890625;0.3184288208007812;0.7759387666564886;0.06421745974045802;-0.014122511893129772;-48.6;-3.15;-66.6;0.0;0.0;0.0
3.6387;2025-05-11 08:32:04;1002.7905386888712;34.93035648375984;107.19398073115835;-10.856266125488283;-0.5674257934570313;0.076614453125;0.7991210031603054;0.05462481015267176;0.0013323124427480919;-47.25;-2.6999999999999997;-66.89999999999999;0.0;0.0;0.0
3.6791;2025-05-11 08:32:04;1002.7905386888712;34.93035648375984;107.19398073115835;-10.74852705078125;-0.3711012573242187;0.0383072265625;0.8167075274045802;0.04583154803053435;0.018918836687022902;-48.15;-4.05;-66.3;0.0;0.0;0.0
3.7195;2025-05-11 08:32:04;1002.7911554317953;34.934272345595474;107.18880505118165;-10.74852705078125;-0.41898529052734373;-0.011971008300781249;0.8175069148702291;0.028777948763358784;0.04369984812213741;-48.75;-3.75;-66.45;0.0;0.0;0.0
3.7616;2025-05-11 08:32:04;1002.7911554317953;34.934272345595474;107.18880505118165;-10.722190832519532;-0.3902548706054687;0.0047884033203125;0.8047167154198474;-0.005062787282442748;0.05968759743511451;-45.6;-7.05;-66.6;0.0;0.0;0.0
3.7998;2025-05-11 08:32:04;1002.7911554317953;34.934272345595474;107.18880505118165;-10.67191259765625;-0.469263525390625;-0.09576806640624999;0.8031179404885497;-0.021583461572519086;0.05888820996946566;-48.3;-6.1499999999999995;-66.89999999999999;0.0;0.0;0.0
3.8394;2025-05-11 08:32:04;1002.2638531303086;34.934272345595474;111.61484442305553;-10.542625708007813;-0.43574470214843747;-0.229843359375;0.777804004076336;-0.04716386047328244;0.05329249770992367;-48.3;-6.8999999999999995;-67.2;0.0;0.0;0.0
3.8853;2025-05-11 08:32:04;1002.2638531303086;34.934272345595474;111.61484442305553;-10.5378373046875;-0.41419688720703124;-0.1580173095703125;0.7855314162442749;-0.08766615873282443;0.06581623467175574;-47.4;-8.7;-67.8;0.0;0.0;0.0
3.9187;2025-05-11 08:32:04;1002.2638531303086;34.93539116326279;111.61484442305553;-10.523472094726563;-0.47644613037109373;-0.22505495605468748;0.7668790420458016;-0.10738438288549619;0.10205513311450383;-48.0;-9.15;-66.45;0.0;0.0;0.0
3.9639;2025-05-11 08:32:04;1002.2640292913845;34.93539116326279;111.61336545765322;-10.504318481445313;-0.2920926025390625;-0.2154781494140625;0.7618162547633588;-0.13829403155725192;0.1494854560763359;-47.699999999999996;-11.549999999999999;-67.5;0.0;0.0;0.0
4.0117;2025-05-11 08:32:05;1002.2640292913845;34.93539116326279;111.61336545765322;-10.4612228515625;-0.3184288208007812;0.07900865478515624;0.7532894551297711;-0.15881164317557253;0.17693109239694657;-46.199999999999996;-11.549999999999999;-66.89999999999999;0.0;0.0;0.0
4.0464;2025-05-11 08:32:05;1001.7693976211968;34.93539116326279;115.7668895852424;-10.394185205078125;-0.3687070556640625;-0.0047884033203125;0.7375681683053437;-0.16627259285496185;0.17320061755725194;-46.199999999999996;-13.5;-66.89999999999999;0.0;0.0;0.0
4.0842;2025-05-11 08:32:05;1001.7693976211968;34.93539116326279;115.7668895852424;-10.418127221679688;-0.3136404174804687;0.16280571289062498;0.7423644930992367;-0.15215008096183208;0.1918529917557252;-47.25;-14.25;-67.2;0.0;0.0;0.0
4.1355;2025-05-11 08:32:05;1001.7694416494647;34.93567086767963;115.76651979690389;-10.379819995117188;-0.16759411621093748;0.2825157958984375;0.7389004807480917;-0.11857580740458017;0.18412557958778628;-46.949999999999996;-16.95;-66.45;0.0;0.0;0.0
4.18;2025-05-11 08:32:05;1001.7694416494647;34.93567086767963;115.76651979690389;-10.303205541992188;-0.19153613281249998;0.11731588134765625;0.7399663307022901;-0.0842021463816794;0.18359265461068705;-46.65;-15.899999999999999;-67.35;0.0;0.0;0.0
4.2158;2025-05-11 08:32:05;1001.7694416494647;34.93567086767963;115.76651979690389;-10.293628735351563;0.0526724365234375;0.2657563842773437;0.7215804189923665;-0.05275957273282444;0.17240123009160307;-46.35;-17.849999999999998;-67.8;0.0;0.0;0.0
4.2565;2025-05-11 08:32:05;1001.3495575505364;34.93567086767963;119.29367635241911;-10.248138903808595;0.24899697265624998;0.1292868896484375;0.6493690845954199;-0.028511486274809164;0.13136600685496183;-46.35;-20.55;-67.05;0.0;0.0;0.0
4.2897;2025-05-11 08:32:05;1001.3495575505364;34.93567086767963;119.29367635241911;-10.264898315429688;0.26815058593749996;-0.040701428222656245;0.6014058366564886;-0.02131699908396947;0.07061255946564887;-46.199999999999996;-21.15;-66.89999999999999;0.0;0.0;0.0
4.3352;2025-05-11 08:32:05;1001.3508340749363;34.943782295767704;119.28295133715234;-10.195466467285156;-0.0047884033203125;0.009576806640625;0.5795559125954199;-0.014388974381679392;0.0319754986259542;-45.449999999999996;-21.599999999999998;-65.7;0.0;0.0;0.0
